OTU_id	lineage	X14	X24	X22	X17	X21	X13	X19	X18	X25	X11	X10	X12	X20	X16	X23	X15
OTU398	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894
OTU404	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	2682	0	0	0	0	0	0	0	0	0	0	0	0
OTU408	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Lecithoceridae	241	0	0	0	0	0	0	0	0	543	446	0	0	0	0	0
OTU412	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847
OTU428	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Tachinidae	0	1005	0	0	0	0	0	0	0	0	0	0	103	0	0	0
OTU432	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	0	653	74	0	0	0	0	0	0
OTU449	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Tachinidae	0	808	0	0	0	0	0	0	0	0	0	0	94	0	0	0
OTU454	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	1093	0	0	0	0	0	0	0	0	219	0	0	0	0
OTU463	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	201	780	0	0	0	0	0	0	0	0	0	0	271	0	0	0
OTU466	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Dolichopodidae	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	1653
OTU467	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0
OTU469	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae	0	0	0	0	462	0	0	260	0	34	0	0	0	0	0	0
OTU470	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Oecophoridae	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0
OTU471	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Mimallonidae	0	0	0	0	0	0	0	0	0	266	448	0	0	0	0	0
OTU489	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	206	796	0	0	0	0	0	0	0	0	0	0	232	0	0	0
OTU490	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	41	0	0	0	286	0	0	0
OTU492	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	27	0	0	0	311	0	0	0
OTU496	r__root;p__Arthropoda;c__Insecta;o__Diptera;f__Dolichopodidae	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	1315
OTU514	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	563	25	0	0	0	0	0	0	0
OTU522	r__root;p__Arthropoda;c__Insecta;o__Coleoptera	0	0	0	0	0	0	0	0	0	0	0	1141	0	0	0	0
OTU524	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae	0	0	0	1016	0	0	0	0	0	0	0	0	0	0	0	0
OTU537	r__root;p__Arthropoda;c__Insecta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU553	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0
OTU556	r__root;p__Arthropoda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU558	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae	0	0	0	0	0	0	0	0	0	0	545	0	0	0	0	0
OTU559	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	718	0	0	0	0	83	0	0	0
OTU574	r__root;p__Arthropoda;c__Insecta;o__Lepidoptera	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU576	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	711	0	0	0	0	0	0	0
OTU581	r__root;p__Arthropoda;c__Insecta;o__Diptera	0	0	0	0	0	0	0	0	0	0	0	944	0	0	0	0
OTU590	r__root;p__Arthropoda;c__Insecta;o__Coleoptera;f__Cerambycidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU593	r__root;p__Arthropoda;c__Chilopoda;o__Scutigeromorpha;f__Scutigeridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU594	r__root;p__Arthropoda;c__Chilopoda;o__Scutigeromorpha;f__Scutigeridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
